306  13 27 31.46  -47 20 45.9  25082    234.5  3.4   1  201.88109  -47.34607
307  13 28 06.49  -47 20 25.8  25088    240.4  1.7   1  202.02705  -47.34050
308  13 25 13.43  -47 21 11.0  26010    219.7  1.4   1  201.30596  -47.35305
309  13 25 33.00  -47 21 23.2  26012    248.6  4.4   1  201.38750  -47.35644
310  13 25 44.05  -47 21 14.7  26014    225.0  1.1   1  201.43353  -47.35409
311  13 25 44.12  -47 21 08.6  26015    232.6  7.8   1  201.43383  -47.35240
312  13 26 08.90  -47 21 15.3  26022    233.0  0.4   2  201.53710  -47.35425
313  13 26 09.28  -47 21 04.8  26023    232.8  4.0   1  201.53867  -47.35133
314  13 26 14.58  -47 21 22.6  26025    243.8  1.4   1  201.56077  -47.35629
315  13 26 14.84  -47 21 14.4  26026    215.5  1.5   2  201.56185  -47.35401
316  13 26 21.25  -47 21 17.0  26030    213.9  1.4   2  201.58856  -47.35473
317  13 26 30.37  -47 21 01.1  26040    227.6  3.0   1  201.62653  -47.35031
318  13 26 47.94  -47 21 06.5  26065    230.5  0.4   2  201.69975  -47.35180
319  13 26 50.73  -47 21 06.4  26067    244.4  0.9   1  201.71136  -47.35179
320  13 26 51.57  -47 21 19.8  26068    217.3  1.9   1  201.71488  -47.35550
321  13 26 53.47  -47 21 14.1  26069    238.8  3.3   1  201.72280  -47.35392
322  13 27 07.34  -47 21 03.4  26080    232.3  3.2   1  201.78060  -47.35095
323  13 27 34.05  -47 21 13.4  26085    225.0  1.3   1  201.89186  -47.35372
324  13 27 36.70  -47 21 15.0  26088    248.5  1.0   1  201.90291  -47.35418
